,Player,Year,Age,MP,G,FGA,Load,Pts/75,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,3p Pro,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
693,Lenny Wilkens,1961,23.0,1898,75,15.4,26.1,13.0,0.012,1.8,3.8,71.0,0.131,-0.1,-0.3,5.9,0.71,,-1.9,-4.7,-0.1,0.2,15.6,9.9,2.5,2.5,1,1963.0,2.0
694,Leroy Ellis,1963,22.0,1628,80,13.3,20.1,10.9,-0.026000000000000002,0.7,2.1,79.0,0.16699999999999998,-0.1,-0.7,5.1,0.66,,2.2,4.7,-1.4,-0.8,12.6,6.4,0.6,4.0,0,,
695,Lester Conner,1983,23.0,1416,75,9.9,22.2,9.0,-0.008,1.6,7.3,69.0,0.14400000000000002,-1.0,0.2,3.7,0.7,0.0,-1.6,-1.3,-0.6,0.6,9.5,4.8,3.0,2.8,0,,
696,Lindsey Hunter,1994,23.0,2172,82,21.0,38.2,14.9,-0.087,5.3,6.6,106.0,0.113,-1.5,0.3,3.3,0.73,0.33,-4.0,-6.3,-1.2,-1.8,15.4,10.4,4.4,2.2,0,,
697,Lionel Hollins,1976,22.0,1891,74,17.3,32.8,14.1,-0.032,3.4,5.3,72.0,0.135,-0.7,0.1,5.8,0.72,,-3.9,-6.7,-0.5,-0.5,16.2,10.4,4.0,2.0,1,1978.0,2.0
698,Lionel Simmons,1991,22.0,2978,79,22.1,35.2,18.2,-0.057999999999999996,2.7,5.1,78.0,0.111,-0.9,-0.2,7.4,0.74,0.03,0.7,6.2,-0.4,0.2,18.5,17.9,3.8,8.7,0,,
699,Lonnie Shelton,1977,21.0,2104,82,17.6,27.2,15.1,0.0,0.9,3.4,77.0,0.134,0.1,-0.5,4.7,0.71,,4.8,6.6,0.2,0.7,17.1,11.3,1.7,6.8,1,1982.0,5.0
700,Lorenzen Wright,1997,21.0,1936,77,13.3,18.7,11.4,-0.032,0.7,2.8,64.0,0.11199999999999999,-0.5,-1.1,4.1,0.59,0.01,5.8,2.8,0.3,-0.8,11.8,7.3,0.6,5.9,0,,
701,Lou Hudson,1967,22.0,2446,80,22.2,30.1,18.5,0.006999999999999999,1.4,2.4,70.0,0.10300000000000001,0.4,-0.7,5.5,0.71,,-1.3,-4.1,0.5,-0.6,20.8,15.8,1.2,3.3,1,1969.0,2.0
702,Lou Williams,2007,20.0,688,61,16.2,33.1,15.2,-0.02,4.7,6.4,99.0,0.106,-1.1,0.1,7.1,0.7,0.29,-2.4,-5.4,-0.3,-2.1,15.6,4.4,1.9,1.1,0,,
703,Louis Orr,1981,22.0,1787,82,18.9,28.6,17.2,0.004,1.1,3.8,82.0,0.115,0.2,-0.5,5.4,0.81,0.0,3.5,-1.4,0.4,-0.4,17.9,10.2,1.4,4.3,0,,
704,Loy Vaught,1991,22.0,1178,73,14.6,19.7,12.2,-0.024,0.3,2.9,72.0,0.10099999999999999,-0.8,-1.1,3.0,0.66,0.0,4.6,7.4,-0.8,-1.8,12.5,5.2,0.5,4.5,0,,
705,Luc Longley,1992,23.0,991,66,12.7,21.5,10.7,-0.037000000000000005,1.6,3.2,80.0,0.195,-1.5,-1.1,4.1,0.66,0.0,0.6,8.4,-2.4,0.2,10.9,4.2,0.7,3.7,0,,
706,Luc Mbah a Moute,2009,22.0,2114,82,12.0,18.8,11.0,-0.027999999999999997,0.3,3.9,79.0,0.133,-0.9,-0.9,4.7,0.73,0.0,4.8,2.7,-0.7,0.5,11.1,7.4,1.1,5.9,0,,
707,Lucious Harris,1994,23.0,1165,77,16.8,27.5,13.7,-0.05,2.2,4.7,85.0,0.124,-1.5,-0.6,5.2,0.73,0.13,-2.4,-1.9,-1.6,-2.3,14.2,5.5,1.3,2.0,0,,
708,Lucius Allen,1971,23.0,1162,61,14.5,25.8,11.9,-0.015,2.1,5.1,70.0,0.12,-0.1,0.2,4.0,0.7,,-1.6,-6.9,0.8,0.5,13.5,6.2,2.3,1.9,0,,
709,Luis Scola,2008,27.0,2024,82,17.6,26.5,16.7,0.008,1.5,2.8,73.0,0.106,-0.1,-1.0,6.2,0.67,0.0,4.6,4.6,0.1,1.1,17.1,10.6,1.3,6.4,0,,
710,Luke Babbitt,2012,22.0,537,40,17.0,22.5,14.9,0.028999999999999998,0.7,1.5,133.0,0.115,-0.4,-1.5,2.0,0.85,0.43,-2.0,2.9,-0.4,-2.2,15.6,5.6,0.5,2.4,0,,
711,Luke Jackson,1965,23.0,2590,76,15.8,23.9,13.2,-0.006,0.5,2.2,78.0,0.149,0.3,-0.7,6.3,0.71,,3.5,8.1,-0.3,0.4,15.6,13.2,1.3,7.6,0,,
712,Luke Ridnour,2004,22.0,1114,69,16.8,31.6,13.7,-0.02,4.0,5.7,115.0,0.12,-0.9,-0.1,3.8,0.82,0.32,-2.0,-6.6,-0.4,-0.7,14.7,5.9,2.4,1.5,0,,
713,Luke Walton,2004,23.0,730,72,10.9,23.8,9.3,-0.011000000000000001,1.5,9.1,105.0,0.13,-1.0,0.6,3.1,0.71,0.29,0.3,-0.5,0.3,0.8,9.9,2.5,1.6,1.6,0,,
714,Luol Deng,2005,19.0,1663,61,20.1,31.4,16.7,-0.033,2.4,4.2,101.0,0.11800000000000001,-0.8,-0.6,5.1,0.74,0.25,0.5,1.1,-0.3,-0.5,17.3,11.7,2.2,5.0,1,2012.0,7.0
715,M.L. Carr,1977,26.0,2643,82,15.6,24.7,13.7,0.006999999999999999,0.9,3.3,75.0,0.141,0.1,-0.5,4.7,0.74,,1.9,2.8,0.3,0.2,15.3,12.7,2.1,6.7,0,,
716,Magic Johnson,1980,20.0,2795,77,15.7,33.8,17.2,0.071,4.2,7.1,86.0,0.14800000000000002,0.7,0.8,7.6,0.81,0.06,0.4,2.1,2.6,4.8,18.0,17.1,6.5,7.2,1,1980.0,0.0
717,Mahmoud Abdul-Rauf,1991,21.0,1505,67,28.3,40.1,19.8,-0.086,4.8,6.0,107.0,0.077,-1.1,0.3,2.7,0.86,0.21,-4.6,-7.5,-2.7,-3.8,20.2,11.6,2.4,1.5,0,,
718,Malik Allen,2003,24.0,2318,80,18.6,24.6,13.6,-0.064,1.0,2.2,87.0,0.122,-1.1,-1.3,2.9,0.8,0.0,0.8,0.6,-1.9,-2.1,14.4,10.2,0.7,5.1,0,,
719,Malik Rose,1997,22.0,525,54,13.2,23.7,12.4,-0.021,0.3,3.1,67.0,0.177,-1.1,-1.2,6.4,0.61,0.0,10.5,7.2,-1.0,5.2,12.8,3.1,0.6,3.0,0,,
720,Malik Sealy,1993,22.0,672,58,23.7,35.1,18.5,-0.067,1.6,3.6,89.0,0.122,-1.0,-0.7,5.5,0.69,0.18,3.5,-5.2,-0.8,-1.9,18.8,5.5,0.7,1.8,0,,
721,Manu Ginobili,2003,25.0,1431,69,14.8,27.7,14.7,0.037000000000000005,2.6,5.6,107.0,0.134,-0.5,-0.3,6.4,0.74,0.34,-1.7,-5.5,0.8,3.4,15.6,7.9,2.0,2.2,1,2005.0,2.0
722,Manute Bol,1986,23.0,2090,80,6.4,9.0,5.2,-0.069,0.2,3.6,59.0,0.168,-1.0,-0.7,2.0,0.49,0.0,-0.1,4.8,-1.5,2.1,5.3,3.7,0.2,6.1,0,,
723,Marc Gasol,2009,24.0,2521,82,14.0,24.4,15.5,0.046,2.3,3.8,88.0,0.14300000000000002,-0.3,-0.7,7.9,0.73,0.0,4.3,5.3,-0.4,0.7,15.7,12.4,1.9,7.6,1,2012.0,3.0
724,Marc Iavaroni,1983,26.0,1612,80,10.2,17.9,8.8,-0.028999999999999998,0.5,3.0,75.0,0.218,-1.0,-0.9,3.3,0.69,0.0,1.3,0.0,-1.8,-0.6,9.2,5.0,0.9,4.0,0,,
725,Marc Jackson,2001,26.0,1410,48,18.4,27.7,17.2,0.016,1.2,2.6,106.0,0.12300000000000001,-0.5,-1.2,6.9,0.8,0.08,2.7,5.4,-0.5,-1.0,18.3,13.1,1.1,6.8,0,,
726,Marcin Gortat,2009,24.0,794,63,12.2,16.2,11.7,0.034,0.5,0.9,73.0,0.099,-0.4,-1.7,2.9,0.58,0.05,8.7,11.6,-0.5,0.2,11.9,3.9,0.2,4.5,0,,
727,Marco Belinelli,2009,22.0,882,42,17.6,28.6,15.5,0.003,3.9,5.5,115.0,0.115,-0.8,-0.1,2.9,0.77,0.4,-4.1,-7.2,0.1,-1.0,15.7,8.5,2.1,1.6,0,,
728,Marcus Camby,1997,22.0,1897,63,21.7,32.3,19.6,-0.013000000000000001,2.7,2.9,87.0,0.115,-0.2,-0.8,7.4,0.69,0.03,1.7,2.9,-0.4,1.3,20.2,15.0,1.5,6.0,0,,
729,Marcus Morris,2013,23.0,1154,54,17.3,23.6,15.1,0.002,1.1,3.3,110.0,0.098,-0.5,-0.9,3.2,0.65,0.38,0.7,-0.1,0.6,0.1,15.4,7.9,0.8,3.5,0,,
730,Marcus Thornton,2010,22.0,1872,73,24.4,33.8,22.0,0.006999999999999999,3.1,3.9,117.0,0.062,0.4,-0.4,4.9,0.81,0.37,-0.9,-5.8,1.3,-0.1,22.5,14.7,1.7,2.8,0,,
731,Mario Chalmers,2009,22.0,2626,82,13.5,28.3,12.5,0.004,4.4,6.1,114.0,0.12,-0.8,0.2,3.9,0.77,0.37,-3.6,-5.9,0.4,2.1,12.7,10.4,5.4,2.8,0,,
732,Mario Elie,1991,27.0,624,30,11.3,19.7,12.9,0.073,0.4,3.8,96.0,0.102,-0.2,-0.8,6.5,0.85,0.11,1.4,-2.6,0.9,0.3,13.1,6.5,1.2,3.0,0,,
733,Mark Aguirre,1982,22.0,1468,51,27.2,43.6,23.8,-0.024,3.8,4.9,99.0,0.10300000000000001,-0.3,0.0,8.2,0.68,0.29,0.1,-0.5,0.9,-0.5,24.5,18.4,3.0,4.9,1,1984.0,2.0
734,Mark Blount,2001,25.0,1098,64,9.4,15.1,8.8,0.023,0.7,2.8,84.0,0.191,-1.3,-1.4,3.1,0.7,0.0,4.3,0.5,-1.9,1.7,9.4,3.9,0.5,3.3,0,,
735,Mark Bryant,1989,23.0,803,56,14.2,20.5,12.1,-0.032,1.1,3.1,63.0,0.11699999999999999,-0.7,-0.9,4.0,0.58,0.0,1.9,2.5,-1.4,-1.4,12.3,4.5,0.5,2.9,0,,
736,Mark Eaton,1983,26.0,1528,81,10.3,18.6,7.7,-0.084,1.3,5.0,79.0,0.22,-1.4,-0.5,2.6,0.66,0.0,-0.8,11.1,-2.6,1.0,8.1,4.1,1.2,5.3,1,1989.0,6.0
737,Mark Jackson,1988,22.0,3249,82,15.1,34.4,12.5,-0.045,4.5,7.6,96.0,0.111,-0.9,0.8,4.0,0.77,0.19,-2.5,-3.4,0.9,2.2,12.7,13.1,9.4,4.7,1,1989.0,1.0
738,Mark Olberding,1977,20.0,1949,82,13.1,23.3,14.1,0.068,1.0,2.7,85.0,0.168,0.6,-0.6,6.9,0.79,,2.2,1.4,0.2,0.3,16.0,9.8,1.3,4.7,0,,
739,Mark Price,1987,22.0,1217,67,16.5,31.8,13.6,-0.049,3.4,5.3,112.0,0.129,-1.4,-0.4,4.4,0.83,0.29,-3.8,-5.9,-1.5,-3.0,13.8,6.5,2.6,1.7,1,1989.0,2.0
740,Mark West,1985,24.0,882,65,10.3,16.3,10.1,0.006,0.8,1.8,58.0,0.184,-1.0,-1.3,4.5,0.48,0.0,4.4,6.2,-2.0,-0.8,10.3,3.6,0.2,3.7,0,,
741,Markieff Morris,2012,22.0,1227,63,18.4,26.8,14.8,-0.043,1.3,3.9,115.0,0.11199999999999999,-0.9,-0.8,4.5,0.72,0.34,1.0,4.5,-0.3,0.5,15.5,8.0,1.1,4.4,0,,
742,Marko Jaric,2003,24.0,1379,66,17.0,31.6,14.0,-0.021,3.7,7.2,106.0,0.12300000000000001,-1.0,0.2,4.0,0.75,0.32,-2.8,-4.1,0.1,1.2,14.9,7.6,2.9,2.3,0,,
743,Marques Johnson,1978,21.0,2765,80,19.2,28.6,18.7,0.048,1.0,3.4,75.0,0.098,1.2,-0.4,6.5,0.74,0.0,4.5,8.0,1.4,2.1,20.4,23.4,2.7,11.8,1,1979.0,1.0
744,Marquis Daniels,2004,23.0,1039,56,20.4,31.3,17.7,0.02,3.0,5.7,98.0,0.07,0.4,0.0,3.9,0.77,0.22,1.0,-5.7,2.5,1.2,18.9,8.7,2.0,2.4,0,,
745,Marreese Speights,2009,21.0,1263,79,21.2,27.8,19.3,-0.001,1.0,2.1,97.0,0.068,0.1,-1.2,5.6,0.77,0.04,6.3,1.6,0.0,-0.7,19.6,8.1,0.4,3.8,0,,
746,Martell Webster,2006,19.0,1070,61,17.8,23.8,15.5,-0.002,0.9,1.8,124.0,0.092,-0.7,-1.4,3.6,0.86,0.36,-2.3,-3.0,-1.0,-2.8,16.1,6.9,0.6,2.1,0,,
747,Marvin Webster,1977,24.0,1276,80,13.5,23.2,13.7,0.031,1.4,2.4,78.0,0.168,0.2,-0.7,7.4,0.65,,6.1,12.3,-0.8,-0.4,15.4,6.3,0.7,5.2,0,,
748,Marvin Williams,2006,19.0,1952,79,14.4,21.8,13.7,-0.012,0.8,3.1,97.0,0.106,-0.3,-1.0,6.9,0.75,0.15,1.8,2.0,-0.3,-0.8,14.2,8.6,0.8,4.7,0,,
749,Mason Plumlee,2014,23.0,1275,70,12.4,22.2,16.1,0.129,2.2,2.5,75.0,0.14400000000000002,0.6,-1.1,8.0,0.63,0.0,4.2,4.7,-0.1,1.8,16.5,8.0,0.9,4.6,0,,
750,Matt Barnes,2004,23.0,724,38,10.1,18.6,9.4,0.003,0.3,4.5,78.0,0.172,-1.2,-0.9,4.4,0.71,0.06,2.6,1.2,-0.7,-0.8,10.0,4.7,1.3,3.7,0,,
751,Matt Bonner,2005,24.0,1553,82,15.4,19.7,14.7,0.067,0.3,2.0,134.0,0.066,0.7,-1.3,2.4,0.79,0.39,2.0,-1.2,0.9,0.0,15.2,7.2,0.6,3.3,0,,
752,Matt Bullard,1992,24.0,1278,80,17.7,24.6,15.2,0.015,1.1,3.9,125.0,0.09,-0.3,-0.7,2.0,0.76,0.38,-0.1,-0.7,0.5,-0.7,15.4,6.3,0.9,2.7,0,,
754,Matt Geiger,1993,23.0,554,48,13.3,22.2,14.7,0.040999999999999995,1.6,1.8,81.0,0.149,-0.4,-1.3,8.4,0.67,0.0,2.9,2.0,-1.3,0.4,15.0,4.4,0.3,2.4,0,,
755,Matt Guokas,1967,22.0,808,69,9.8,18.9,7.5,-0.059000000000000004,1.5,5.9,60.0,0.14400000000000002,-0.8,0.3,3.9,0.61,,-2.1,-8.9,-0.7,-0.1,8.5,2.5,1.5,0.7,0,,
756,Matt Harpring,1999,22.0,1114,50,15.5,24.8,14.9,0.022000000000000002,0.3,2.6,94.0,0.141,-0.7,-1.3,6.9,0.71,0.21,3.0,-0.6,0.0,-0.3,16.0,8.9,1.0,4.2,0,,
757,Maurice Cheeks,1979,22.0,2409,82,10.7,22.8,9.6,0.011000000000000001,2.5,5.6,72.0,0.158,-0.7,0.0,2.6,0.72,0.0,-3.8,-5.5,-1.0,0.0,10.2,7.7,4.5,2.8,1,1983.0,4.0
758,Maurice Evans,2005,26.0,1233,65,15.6,20.5,13.1,-0.018000000000000002,0.3,2.2,105.0,0.068,-0.3,-1.3,3.3,0.76,0.31,2.3,-4.1,0.4,-1.0,13.5,6.4,0.7,2.9,0,,
759,Maurice Harkless,2013,19.0,1974,76,14.9,19.6,12.4,-0.031,0.6,2.3,83.0,0.092,-0.6,-1.2,3.4,0.57,0.25,1.7,-2.5,-0.6,-0.9,12.9,8.7,0.7,4.4,0,,
760,Maurice Lucas,1977,24.0,2863,79,21.1,33.1,18.6,0.005,1.8,3.7,84.0,0.121,0.8,-0.2,6.8,0.77,,3.5,8.6,1.3,2.6,20.7,19.3,2.7,9.9,1,1977.0,0.0
761,Maurice Taylor,1998,21.0,1513,71,23.2,33.5,21.0,-0.003,2.0,2.5,77.0,0.11,-0.1,-1.1,8.4,0.71,0.0,2.5,-0.2,-0.3,-1.6,22.0,11.7,0.7,4.0,0,,
762,McCoy McLemore,1965,22.0,1731,78,16.9,24.7,11.2,-0.087,0.4,3.0,73.0,0.141,-1.1,-0.7,5.1,0.71,,0.6,2.8,-1.9,-2.4,13.3,7.3,1.1,3.7,0,,
763,Mehmet Okur,2003,23.0,1366,72,17.1,25.8,15.0,-0.005,0.9,3.3,116.0,0.105,-0.5,-1.0,5.3,0.73,0.33,4.3,4.9,0.6,0.1,15.9,7.4,1.0,4.6,1,2007.0,4.0
764,Mel Counts,1965,23.0,572,54,18.5,25.4,13.1,-0.055,0.7,2.5,94.0,0.121,-0.5,-0.8,5.1,0.78,,4.3,11.9,-1.6,-1.1,15.8,4.1,0.4,2.8,0,,
765,Metta World Peace,2000,20.0,2238,72,18.2,31.3,15.6,-0.032,2.8,4.2,100.0,0.128,-1.1,-0.6,6.7,0.67,0.31,-2.6,-1.1,-1.1,-1.0,16.5,12.9,2.9,4.2,1,2004.0,4.0
766,Michael Adams,1987,24.0,1303,63,14.5,29.5,12.5,-0.032,3.4,5.7,111.0,0.102,-1.0,0.0,4.6,0.85,0.26,-3.7,-6.3,-0.2,-0.9,12.7,6.8,3.4,1.9,1,1992.0,5.0
767,Michael Beasley,2009,20.0,2009,81,25.4,35.2,22.4,-0.016,2.2,2.2,119.0,0.091,0.0,-1.0,6.4,0.77,0.33,1.2,5.1,0.3,-0.7,22.7,14.5,1.1,5.6,0,,
768,Michael Cage,1985,23.0,1610,75,11.8,17.7,11.8,0.039,0.6,2.5,80.0,0.136,-0.2,-1.0,4.0,0.74,0.0,2.4,4.3,-0.8,-1.4,12.0,6.7,0.6,5.1,0,,
769,Michael Cooper,1980,23.0,1973,82,13.5,23.6,12.7,0.032,1.7,4.9,83.0,0.14,0.0,-0.1,3.3,0.78,0.06,-0.6,-6.8,0.4,0.8,13.3,8.4,2.4,2.6,0,,
770,Michael Curry,1996,27.0,749,41,11.0,16.4,11.0,0.027000000000000003,0.5,3.0,108.0,0.10400000000000001,-0.7,-1.1,4.2,0.71,0.38,-1.8,-5.3,-0.2,-0.4,11.3,4.8,0.6,1.9,0,,
771,Michael Doleac,1999,21.0,780,49,18.5,24.7,15.8,-0.008,1.2,2.6,81.0,0.073,-0.2,-1.0,5.5,0.68,0.0,3.7,-1.6,-0.5,-0.6,17.0,6.8,0.4,3.0,0,,
772,Michael Finley,1996,22.0,3212,82,15.6,25.5,14.9,0.009000000000000001,2.2,5.1,106.0,0.08199999999999999,0.2,0.0,5.2,0.75,0.3,-1.0,-5.6,1.7,2.1,15.2,14.8,3.3,4.4,1,2000.0,4.0
773,Michael Jordan,1985,21.0,3144,82,25.0,43.7,26.6,0.049,5.8,5.6,90.0,0.10300000000000001,1.4,0.5,11.5,0.85,0.07,-0.3,-0.2,3.4,5.0,27.2,27.2,5.3,6.5,1,1985.0,0.0
774,Michael Redd,2002,22.0,1417,67,22.9,32.4,21.6,0.061,2.3,3.5,122.0,0.065,0.9,-0.7,4.3,0.79,0.44,0.8,-2.8,2.7,0.9,22.7,11.8,1.3,3.1,1,2004.0,2.0
775,Michael Smith,1990,24.0,620,65,22.6,36.2,19.4,-0.017,3.9,5.6,96.0,0.11900000000000001,-0.3,0.1,5.0,0.83,0.06,1.1,-3.4,0.5,-1.9,19.7,4.9,1.1,1.5,0,,
776,Micheal Ray Richardson,1979,23.0,1218,72,18.1,33.3,13.2,-0.095,2.1,5.5,53.0,0.159,-1.6,-0.2,4.8,0.54,0.0,0.3,0.4,-1.9,1.3,14.0,6.1,2.6,3.0,1,1982.0,3.0
777,Mickael Pietrus,2004,21.0,748,53,16.5,24.2,14.9,0.012,0.3,2.8,101.0,0.12,-0.6,-1.3,5.4,0.69,0.33,1.5,-3.6,0.0,0.0,16.0,5.6,0.5,2.1,0,,
778,Mickey Johnson,1976,23.0,2390,81,20.7,31.8,18.6,0.016,1.2,2.8,86.0,0.129,0.4,-0.6,7.2,0.79,,4.9,7.8,0.4,0.5,20.5,15.2,1.6,8.3,0,,
779,Mike Bantom,1974,22.0,1982,76,17.4,27.5,12.8,-0.066,1.3,4.2,69.0,0.14,-0.7,-0.4,4.7,0.66,,2.8,3.6,-0.6,-1.1,14.5,9.1,1.8,5.4,0,,
780,Mike Bibby,1999,20.0,1758,50,18.6,36.5,15.2,-0.024,5.3,6.3,92.0,0.12300000000000001,-0.7,0.4,5.2,0.75,0.17,-4.0,-6.8,0.4,-1.0,16.4,14.4,6.9,2.7,0,,
781,Mike Bratz,1978,22.0,933,80,18.2,29.3,13.0,-0.075,2.0,4.5,83.0,0.14,-1.3,-0.3,3.1,0.82,0.0,-1.8,-5.4,-2.6,-3.4,14.1,5.5,1.7,1.6,0,,
782,Mike Brown,1987,23.0,818,62,12.3,19.7,11.9,0.016,0.7,2.0,77.0,0.183,-0.9,-1.3,4.4,0.64,0.0,3.0,6.9,-1.7,-1.3,12.1,4.1,0.4,3.4,0,,
783,Mike Conley,2008,20.0,1381,53,16.1,30.8,13.7,-0.038,4.8,6.1,104.0,0.10400000000000001,-1.4,-0.1,4.5,0.73,0.31,-3.6,-5.0,-0.1,-1.5,14.0,9.2,4.1,2.5,0,,
784,Mike Dunleavy,1979,24.0,1486,74,13.2,29.3,13.7,0.052000000000000005,4.1,8.7,86.0,0.136,-0.1,1.1,5.7,0.86,0.0,-4.5,-6.2,1.0,0.9,14.6,7.6,3.9,1.6,0,,
785,Mike Evans,1980,24.0,1246,79,16.3,30.9,12.8,-0.046,3.7,5.1,86.0,0.145,-1.0,0.0,3.0,0.68,0.18,-4.2,-6.7,-1.3,-1.2,13.4,5.6,2.5,1.2,0,,
786,Mike Gale,1977,26.0,2598,82,12.4,25.6,10.5,-0.002,2.9,6.4,81.0,0.149,-0.3,0.7,2.7,0.82,,-4.2,-5.0,0.3,0.3,11.9,9.6,5.3,2.9,0,,
787,Mike Glenn,1978,22.0,947,56,18.0,26.0,16.1,0.038,3.0,3.8,78.0,0.092,0.2,-0.3,3.2,0.79,0.0,-4.8,-6.3,-0.5,-1.5,17.5,9.8,1.7,1.6,0,,
788,Mike Gminski,1981,21.0,1579,56,19.9,28.9,16.0,-0.06,1.4,2.7,92.0,0.128,-0.6,-0.8,5.8,0.77,0.0,2.9,7.3,-1.8,-1.5,16.7,12.2,1.1,7.0,0,,
789,Mike James,2003,27.0,1722,78,18.6,33.3,14.5,-0.05,4.7,5.3,103.0,0.102,-1.2,-0.1,4.5,0.73,0.29,-4.0,-5.8,-1.1,-1.4,15.4,8.3,3.3,1.8,0,,
790,Mike Miller,2001,20.0,2390,82,18.2,25.4,15.8,0.023,1.9,4.0,114.0,0.083,0.3,-0.5,2.8,0.71,0.41,-2.6,-2.0,0.8,0.7,16.8,11.9,1.6,3.6,0,,
791,Mike Mitchell,1979,23.0,1576,80,20.9,28.9,19.1,0.015,1.1,2.4,75.0,0.10400000000000001,0.5,-0.8,5.3,0.74,0.0,1.7,1.5,-0.2,-1.1,20.3,10.3,0.7,3.9,1,1981.0,2.0
792,Mike Newlin,1972,23.0,1495,82,17.4,26.9,13.0,-0.049,1.6,4.1,74.0,0.126,-0.7,-0.4,4.1,0.75,,-1.9,-3.8,-1.0,-1.1,14.8,6.3,1.4,2.0,0,,
793,Mike Riordan,1970,24.0,1677,81,13.8,24.4,11.8,-0.009000000000000001,2.1,4.8,69.0,0.136,-0.3,0.1,4.1,0.69,,-2.6,-6.6,-0.2,0.8,13.1,6.5,2.2,1.8,0,,
794,Mike Sanders,1984,23.0,586,50,16.4,25.3,13.5,-0.04,1.3,3.8,70.0,0.142,-0.9,-0.7,3.4,0.69,0.0,1.3,-0.8,-1.4,-0.6,13.8,4.3,0.8,2.0,0,,
795,Mike Woodson,1981,22.0,949,81,18.7,26.9,14.3,-0.06,2.0,4.4,79.0,0.1,-0.8,-0.4,3.2,0.77,0.03,-2.9,-5.3,-1.6,-2.5,14.9,4.5,0.8,1.2,0,,
797,Mitch Kupchak,1977,22.0,1513,82,17.9,27.9,19.2,0.094,1.0,1.9,79.0,0.14,1.4,-0.9,7.4,0.69,,6.3,7.1,0.8,0.8,21.3,10.1,0.7,5.4,0,,
798,Mitch Richmond,1989,23.0,2717,79,22.8,38.5,21.5,0.004,3.9,4.5,103.0,0.114,0.1,-0.1,8.3,0.81,0.23,-0.8,-2.0,0.7,0.6,22.0,19.4,3.5,5.3,1,1993.0,4.0
799,Mo Williams,2004,21.0,772,57,21.8,33.8,15.3,-0.083,3.1,5.7,100.0,0.109,-1.5,-0.2,4.0,0.79,0.23,-2.1,-6.3,-1.5,-2.3,16.4,5.5,1.4,1.3,1,2009.0,5.0
800,Monta Ellis,2006,20.0,886,49,18.5,29.0,14.6,-0.049,2.9,4.4,104.0,0.11699999999999999,-1.3,-0.6,3.4,0.71,0.34,-2.8,-3.8,-1.2,-1.9,15.1,6.7,1.6,2.0,0,,
801,Mookie Blaylock,1990,22.0,1267,50,21.8,36.5,14.5,-0.121,3.8,6.0,99.0,0.115,-2.1,-0.2,3.1,0.78,0.21,-3.1,-4.8,-1.8,-2.4,14.7,9.7,3.8,2.7,1,1994.0,4.0
802,Morris Peterson,2001,23.0,1809,80,19.6,27.9,16.4,-0.011000000000000001,1.2,4.0,109.0,0.083,0.0,-0.6,4.2,0.72,0.38,1.2,-5.0,1.1,0.2,17.5,9.6,1.3,3.0,0,,
803,Moses Malone,1977,21.0,2500,80,15.4,25.4,15.4,0.028999999999999998,0.2,2.0,80.0,0.16,0.7,-0.8,8.3,0.69,,13.4,13.1,0.6,1.0,16.8,13.5,1.1,12.2,1,1978.0,1.0
804,Muggsy Bogues,1988,23.0,1628,79,12.8,27.9,8.9,-0.109,6.2,3.3,83.0,0.10800000000000001,-1.2,-0.1,2.2,0.78,0.05,-4.2,-6.4,-1.9,-1.9,9.0,4.8,4.6,1.7,0,,
805,Mychal Thompson,1979,24.0,2144,73,20.3,31.7,17.4,-0.022000000000000002,2.1,3.7,69.0,0.139,0.0,-0.3,5.8,0.57,0.0,3.5,7.9,-0.4,1.3,18.5,14.0,2.2,7.8,0,,
806,Nate McMillan,1987,22.0,1972,71,7.2,24.7,6.7,-0.024,2.0,10.0,62.0,0.15,-1.1,1.0,3.4,0.62,0.0,-1.1,-0.5,0.5,3.0,6.8,4.9,7.1,4.4,0,,
807,Nate Robinson,2006,21.0,1544,72,19.3,33.2,17.2,-0.023,2.9,5.0,115.0,0.11699999999999999,-0.8,-0.3,6.9,0.75,0.39,-1.1,-5.7,-0.1,-0.9,17.8,9.3,2.1,2.2,0,,
808,Nate Thurmond,1964,22.0,1966,76,11.7,18.1,8.5,-0.062,0.5,3.2,60.0,0.165,-0.6,-0.5,3.7,0.55,,4.0,7.9,-1.2,0.5,10.0,6.4,1.2,6.5,1,1965.0,1.0
809,Nate Williams,1972,21.0,2173,81,19.4,28.4,14.5,-0.043,1.5,4.0,73.0,0.11599999999999999,-0.5,-0.4,3.4,0.74,,-0.7,-2.2,-0.2,-1.2,16.2,10.2,1.9,3.5,0,,
810,Nazr Mohammed,2001,23.0,716,28,20.5,29.9,18.9,0.013999999999999999,0.6,1.5,92.0,0.134,-0.2,-1.4,7.1,0.77,0.0,8.5,9.2,-0.2,-0.4,20.3,7.7,0.3,4.9,0,,
811,Neal Walk,1970,21.0,1394,82,16.1,26.6,14.9,0.001,1.3,2.6,77.0,0.158,-0.1,-0.7,7.1,0.64,,3.2,7.1,-0.9,-1.1,16.1,6.6,0.8,4.0,0,,
